page,name,brand,link,price,cpu,cpu_brand,ram_capacity,ram_brand,hard_drive_type,hard_drive_capacity,card,screen_size,screen_type
laptopworld,Laptop HP Victus 16-r1176TX A2NN0PA (Intel Core i7-14650HX | 32GB | 1TB | RTX 4050 | 16.1 inch FHD 144Hz | Win 11 | Bạc),Laptop HP,/laptop-hp-victus-16-r1176tx-a2nn0pa,36490000.0,Intel Core i714650HX ,Intel,32,DDR5,SSD,1TB,NVIDIA GeForce RTX 4050 6GB GDDR6,16.1 ,HD
laptopworld,Laptop HP Victus 16-r1173TX A2NS5PA (Intel Core i7-14650HX | 32GB | 1TB | RTX 4070 | 16.1 inch FHD 144Hz | Win 11 | Bạc),Laptop HP,/laptop-hp-victus-16-r1173tx-a2ns5pa,44190000.0,Intel Core i714650HX ,Intel,32,DDR5,SSD,1TB,NVIDIA GeForce RTX 4070 8GB GDDR6,16.1 ,HD
laptopworld,Laptop HP VICTUS 16-r1174TX A2NM9PA (Intel Core i7-14650HX | 32GB | 1TB | RTX 4060 | 16.1 inch FHD 144Hz | Win 11 | Bạc),Laptop HP,/laptop-hp-victus-16-r1174tx-a2nm9pa,39990000.0,Intel Core i714650HX ,Intel,32,DDR5,SSD,1TB,NVIDIA GeForce RTX 4060 8GB GDDR6,16.1 ,HD
laptopworld,Laptop Lenovo LOQ 15ARP9 83JC003VVN (Ryzen™ 7-7435HS | 12GB | 512GB | RTX™ 4050 | 15.6 inch FHD 144Hz | Win 11 | Xám),Laptop Lenovo,/laptop-lenovo-loq-15arp9-83jc003vvn,27490000.0,AMD Ryzen 77435HS ,AMD,12,DDR5,SSD,512GB,NVIDIA GeForce RTX 4050 6GB GDDR6,15.6,HD
laptopworld,Laptop MSI Titan 18 HX A14VIG 410VN (Core™ i9-14900HX | 128GB | 2TB | RTX 4090 16GB | 18inch UHD+ MiniLED 120Hz | Win 11 | Đen),Laptop MSI,/laptop-msi-titan-18-hx-a14vig-410vn,139990000.0,Intel Core i914900HX ,Intel,128,DDR5,SSD,2TB,NVIDIA GeForce RTX 4090 16GB GDDR6,18,HD
laptopworld,Laptop Lenovo Legion 9 16IRX9 83G0001AVN (Core™ i9-14900HX | 64GB | 2TB | RTX™ 4090 | 16inch 3.2K Mini LED 165Hz | Win 11 | Đen),Laptop Lenovo,/laptop-lenovo-legion-9-16irx9-83g0001avn,141990000.0,Intel Core i914900HX ,Intel,64,DDR5,SSD,2TB,NVIDIA GeForce RTX 4090 16GB GDDR6,16,2K
laptopworld,Laptop Asus ROG Strix G16 G614JIR-N4046W (Core™ i9-14900HX | 32GB | 1TB | RTX 4070 8GB | 16inch QHD+ 240Hz | Win 11 | Xám),Laptop Asus,/laptop-asus-rog-strix-g16-g614jir-n4046w,55990000.0,Intel Core i914900HX ,Intel,32,DDR5,SSD,1TB,NVIDIA GeForce RTX 4070 8GB GDDR6,16,HD
laptopworld,Máy chơi game Lenovo Legion Go 8APU1 83E1004KVN (AMD Ryzen Z1 Extreme | 16GB | 512GB | 8.8 inch WQXGA | Win 11),Máy,/may-choi-game-lenovo-legion-go-8apu1-83e1004kvn,22990000.0,AMD Ryzen Z1 Extreme Processor,AMD,16,DDR5,,512GB,,,
laptopworld,Laptop Dell Gaming G15 5530 i9HX161W11GR4060 (Intel Core i9-13900HX | 16GB | 1TB | RTX 4060 | 15.6 inch FHD | Win 11 | Office | Xám Đen),Laptop Dell,/laptop-dell-gaming-g15-5530-i9hx161w11gr4060,48990000.0,Intel Core i913900HX ,Intel,16,DDR5,SSD,1TB,NVIDIA GeForce RTX 4060 8GB GDDR6,15.6 ,HD
laptopworld,Laptop Dell Gaming G15 5530 i7HX161W11GR4060  (Intel Core i7-13650HX | 16GB | 1TB | RTX 4060 | 15.6 inch FHD | Win 11 | Office | Xám Đen),Laptop Dell,/laptop-dell-gaming-g15-5530-i7h161w11gr4060,42990000.0,Intel Core i713650HX ,Intel,16,DDR5,SSD,1TB,NVIDIA GeForce RTX 4060 8GB GDDR6,15.6 ,HD
laptopworld,Laptop Acer Nitro 5 Tiger AN515-58-5193 NH.QLZSV.004 (Core i5-12450H | 16GB | 512GB | RTX 4050 | 15.6 inch FHD 144Hz IPS | Win 11 | Đen),Laptop Acer,/laptop-acer-nitro-5-tiger-an515-58-5193-nh-qlzsv-004,28990000.0,Intel Core i512450H ,Intel,16,DDR5,SSD,512GB,NVIDIA GeForce RTX 4050 6GB GDDR6,15.6 ,HD
laptopworld,Laptop Gigabyte G6 MF-H2VN854KH (Core i7-13620H | 16GB | 1TB | RTX 4050 8GB | 16inch FHD+ 165Hz | Win 11 | Đen),Laptop Gigabyte,/laptop-gigabyte-g6-mf-h2vn854kh,27590000.0,Intel Core i713620H ,Intel,16,DDR5,SSD,1TB,NVIDIA GeForce RTX 4050 6GB GDDR6,16.0,HD
laptopworld,Laptop Gigabyte G5 MF5-H2PH353KH (Core i7-13620H | 16GB | 512GB | RTX 4050 6GB | 15.6inch FHD 144Hz | Win 11 | Đen),Laptop Gigabyte,/laptop-gigabyte-g5-mf5-h2ph353kh,26090000.0,Intel Core i713620H ,Intel,16,DDR5,SSD,512GB,NVIDIA GeForce RTX 4050 6GB GDDR6,15.6 ,HD
laptopworld,Laptop Acer Gaming Aspire 5 A515-58GM-598J NX.KW1SV.002 (Intel Core i5-13420H | 16GB | 512GB | RTX 2050 4GB | 15.6 inch FHD 144Hz | Xám | Win 11),Laptop Acer,/laptop-acer-gaming-aspire-5-a515-58gm-598j-nx-kw1sv-002,21490000.0,Intel Core i513420H ,Intel,16,DDR4,,512GB,NVIDIA GeForce RTX 2050 4GB GDDR6,15.6,HD
laptopworld,Laptop Acer Nitro 5 Tiger AN515-58-5935 NH.QLZSV.001 (Core i5-12450H | 8GB | 512GB | RTX 4050 | 15.6 inch FHD 144Hz IPS | Win 11 | Đen),Laptop Acer,/laptop-acer-nitro-5-tiger-an515-58-5935-nh-qlzsv-001,26990000.0,Intel Core i512450H ,Intel,8,DDR5,SSD,512GB,NVIDIA GeForce RTX 4050 6GB GDDR6,15.6 ,HD
laptopworld,Laptop Acer Gaming Nitro V ANV15-51-53DM NH.QN9SV.007 (Core i5-13420H | 16GB | 512GB | RTX 3050 6GB | 15.6 inch FHD 144Hz | Win 11 | Đen),Laptop Acer,/laptop-acer-gaming-nitro-v-anv15-51-53dm-nh-qn9sv-007,23990000.0,Intel Core i513420H ,Intel,16,DDR5,SSD,512GB,NVIDIA GeForce RTX 3050 6GB GDDR6,15.6 ,HD
laptopworld,"Laptop Acer Predator Helios Neo 2024 PHN16-72-598P (Core i5-14500HX, Ram 16GB, 1TB SSD, RTX 4060 8GB, 16inch 2K+ 240Hz)",Laptop Acer,/laptop-acer-predator-helios-neo-2024-phn16-72-598p,34990000.0,Intel Core i514500HX ,Intel,16,DDR5,SSD,1TB,NVIDIA GeForce RTX 4060 8GB GDDR6,16 ,2K
laptopworld,"Laptop Acer Predator Helios Neo 2024 PHN16-72-75A0 (Core i7-14700HX, Ram 16GB, 1TB SSD, RTX 4060 8GB, 16inch 2K+ 240Hz)",Laptop Acer,/laptop-acer-predator-helios-neo-2024-phn16-72-75a0,36990000.0,Intel Core i714700HX ,Intel,16,DDR5,SSD,1TB,NVIDIA GeForce RTX 4060 8GB GDDR6,16 ,2K
laptopworld,"Laptop Acer Predator Helios Neo 2024 PHN16-72-91RF (Core i9-14900HX, Ram 16GB, 1TB SSD, RTX 4060 8GB, 16inch 2K+ 240Hz)",Laptop Acer,/laptop-acer-predator-helios-neo-2024-phn16-72-92rf,40990000.0,Intel Core i914900HX ,Intel,16,DDR5,SSD,1TB,NVIDIA GeForce RTX 4060 8GB GDDR6,16 ,2K
laptopworld,"Laptop Lenovo Legion 5 Y7000P 2024 (Core i7-14700HX, Ram 16GB, SSD 1TB, RTX 4070, 16inch 2.5K 165Hz, Win 11, Xám)",Laptop Lenovo,/laptop-lenovo-legion-5-y7000p-2024-core-i7-14700hx-ram-16gb-ssd-1tb-rtx-4070-16inch-2-5k-165hz-win-11-xam,38990000.0,Intel Core i714700HX ,Intel,16,DDR5,SSD,1TB,NVIDIA GeForce RTX 4070 8GB GDDR6,16.0,IPS
laptopworld,Laptop Lenovo LOQ 15ARP9 83JC003YVN (Ryzen™ 7-7435HS | 24GB | 512GB | RTX™ 4060 | 15.6 inch FHD 144Hz | Win 11 | Xám),Laptop Lenovo,/laptop-lenovo-loq-15arp9-83jc003yvn,31490000.0,AMD Ryzen 77435HS ,AMD,24,DDR5,SSD,512GB,NVIDIA GeForce RTX 4060 8GB GDDR6,15.6,HD
laptopworld,Laptop Dell Gaming G15 5530 (Core i9-13900HX | 16GB | 1TB |  RTX 4060 | 15.6 inch FHD 165Hz | Win 11 | Office | Xám),Laptop Dell,/laptop-dell-gaming-g15-5530-core-i9-13900hx-16gb-1tb-rtx-4060-15-6-inch-fhd-165hz-win-11-office-xam,46990000.0,Intel Core i913900HX ,Intel,32,,SSD,1TB,NVIDIA GeForce RTX 4060 8GB GDDR6,15.6 ,HD
laptopworld,Laptop MSI Cyborg 14 A13VE-090VN (Intel Core i7-13620H | 16GB | 512GB | RTX 4050 | 14.0 inch FHD+ 144Hz | Win11 | Đen),Laptop MSI,/laptop-msi-cyborg-14-a13ve-090vn,27990000.0,Intel Core i713620H ,Intel,512,DDR5,SSD,512GB,NVIDIA GeForce RTX 4050 6GB GDDR6,14.0,HD
laptopworld,Laptop MSI Katana A15 AI B8VE 465VN (AMD Ryzen 7-8845HS | 16GB | 1TB | RTX 4070  | 15.6 inch FHD | Win 11 | Đen),Laptop MSI,/laptop-msi-katana-a15-ai-b8ve-465vn,39990000.0,AMD Ryzen 78845HS ,AMD,16,DDR5,SSD,1TB,NVIDIA GeForce RTX 4070 8GB GDDR6,15.6,HD
laptopworld,Laptop MSI Sword 16 HX B14VFKG 460VN (Intel Core i7-14650HX | 16GB | 1TB | RTX 4060 | 16 inch QHD+ 240Hz | Win 11 | Xám),Laptop MSI,/laptop-msi-sword-16-hx-b14vfkg-460vn,39990000.0,Intel Core i714650HX ,Intel,16,DDR5,SSD,1TB,NVIDIA GeForce RTX 4060 8GB GDDR6,16 ,HD
laptopworld,Laptop MSI Stealth 14 AI Studio A1VFG 085VN ( Intel Core Ultra 7 155H | 32GB | 1TB | RTX 4060 | 14 inch 2.8K | Win 11 | Xanh),Laptop MSI,/laptop-msi-stealth-14-ai-studio-a1vfg-085vn,51990000.0,Intel Core Ultra 7 155H ,Intel,32,DDR5,SSD,1TB,NVIDIA GeForce RTX 4060 8GB GDDR6,14,8K
laptopworld,Laptop Acer Gaming Nitro V ANV15-51-91T5 NH.QQESV.009 (Intel Core i9-13900H | 16GB | 512GB | RTX 4060 | 15.6 inch FHD | Win 11 | Đen),Laptop Acer,/laptop-acer-gaming-nitro-v-anv15-51-91t5-nh-qqesv-009,32990000.0,Intel Core i913900H ,Intel,16,DDR5,SSD,512GB,NVIDIA GeForce RTX 4060 8GB GDDR6,15.6 ,HD
laptopworld,Laptop Asus ROG Zephyrus G16 GU603VU-N4019W (Core™ i7-13620H | 16GB | 512GB | RTX 4050 6GB | 16.0inch QHD+ 240Hz | Win11 | Xám),Laptop Asus,/laptop-asus-rog-zephyrus-g16-gu603vu-n4019w,44990000.0,Intel Core i713620H ,Intel,16,DDR4,SSD,512GB,NVIDIA GeForce RTX 4050 6GB GDDR6,16.0,HD
