page,name,brand,link,image,price,old,new,cpu,cpu_brand,ram_capacity,ram_brand,hard_drive_type,hard_drive_capacity,card,card_brand,screen_size,screen_type
Thinkpro,Lenovo ThinkBook 14 G7 IML 21MR006XVN,Lenovo,https://thinkpro.vn/laptop/lenovo-thinkbook-14-g7-iml-21mr006xvn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/10/25/laptop-lenovo-thinkbook-14-g7-iml-21mr006xvn-undefined.jpg,21990000,0,1,Intel Core Ultra 5 125U,Intel,16GB,DDR5,SSD,1024,Intel Graphics,Intel,14,FHD
Thinkpro,Lenovo IdeaPad Slim 5 16IAH8 83BG004EVN,Lenovo,https://thinkpro.vn/laptop/lenovo-ideapad-slim-5-16iah8-83bg004evn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/19/lenovo-ideapad-slim-5-16iah8-83bg004evn-undefined-L86.jpg,17290000,0,1,Intel Core i5-12450H,Intel,16GB,LPDDR5,SSD,1,Intel UHD Graphics,Intel,16,FHD
Thinkpro,Lenovo Ideapad Slim 5 14AHP9 83DB003BVN,Lenovo,https://thinkpro.vn/laptop/lenovo-ideapad-slim-5-14ahp9-83db003bvn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/19/lenovo-ideapad-slim-5-14ahp9-83db003bvn-undefined-Nau.jpg,22590000,0,1,AMD Ryzen 7 8845HS,AMD,16GB,LPDDR5x,SSD,512 GB,AMD Radeon 780M,AMD,14,FHD
Thinkpro,Lenovo IdeaPad Slim 5 14Q8X9 83HL000KVN,Lenovo,https://thinkpro.vn/laptop/lenovo-ideapad-slim-5-14q8x9-83hl000kvn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/19/lenovo-ideapad-slim-5-14q8x9-83hl000kvn-undefined.jpg,24890000,0,1,Qualcomm Snapdragon X Plus X1P-42-100,Qualcomm,16GB,LPDDR5x,SSD,512 GB,Qualcomm Adreno GPU,Qualcomm,14,FHD
Thinkpro,Lenovo Yoga Pro 7 14IMH9 83E2005DVN,Lenovo,https://thinkpro.vn/laptop/lenovo-yoga-pro-7-14imh9-83e2005dvn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/19/lenovo-yoga-pro-7-14imh9-83e2005dvn-undefined-m12.jpg,45990000,0,1,Intel Core Ultra 7 155H,Intel,32GB,LPDDR5x,SSD,1,RTX 4050 6GB,RTX,14.5,FHD
Thinkpro,Lenovo LOQ 15IAX9 83GS001RVN,Lenovo,https://thinkpro.vn/laptop/lenovo-loq-15iax9-83gs001rvn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/18/lenovo-loq-15iax9-83gs001rvn-undefined.jpg,21490000,0,1,Intel Core i5-12450HX,Intel,12GB,DDR5,SSD,512 GB,RTX 3050 6GB,RTX,15.6,FHD
Thinkpro,Lenovo LOQ 15ARP9 AI 83JC007JVN,Lenovo,https://thinkpro.vn/laptop/lenovo-loq-15arp9-ai-83jc007jvn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/18/lenovo-loq-15arp9-ai-83jc007jvn-undefined.jpg,23490000,0,1,AMD Ryzen 5-7235HS,AMD,24GB,DDR5,SSD,512 GB,RTX 3050 6GB,RTX,15.6,FHD
Thinkpro,Lenovo LOQ 15ARP9 83JC003YVN,Lenovo,https://thinkpro.vn/laptop/lenovo-loq-15arp9-83jc003yvn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/18/lenovo-loq-15arp9-83jc003yvn-undefined.jpg,28990000,0,1,AMD Ryzen 7 7435HS,AMD,24GB,DDR5,SSD,512 GB,RTX 4060 8GB,RTX,15.6,FHD
Thinkpro,Lenovo Legion 5 15IRX9 83JJ000FVN,Lenovo,https://thinkpro.vn/laptop/lenovo-legion-5-15irx9-83jj000fvn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/18/lenovo-legion-5-15irx9-83jj000fvn-undefined.jpg,36490000,0,1,Intel Core i7-13650HX,Intel,24GB,DDR5,SSD,512 GB,RTX 4060 8GB,RTX,60Hz,
Thinkpro,Lenovo Legion 5 16IRX9 83DG004YVN,Lenovo,https://thinkpro.vn/laptop/lenovo-legion-5-16irx9-83dg004yvn,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/10/15/lenovo-legion-5-16irx9-83dg004yvn-undefined.jpg,39690000,0,1,Intel Core i7-14650HX,Intel,16GB,DDR5,SSD,512 GB,GeForce RTX 4060 8GB,GeForce,16,2.5K
Thinkpro,ASUS TUF Gaming A15 FA506NF HN005W,ASUS,https://thinkpro.vn/laptop/asus-tuf-gaming-a15-fa506nf-hn005w,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/18/asus-tuf-gaming-a15-fa506nf-hn005w-undefined.jpg,14390000,0,1,Intel Ryzen 5 7535HS,Intel,8GB,DDR5,SSD,512 GB,RTX 2050 4GB,RTX,15.6,FHD
